,PARCHEGGIO,PROVINCIA,DENOMINAZIONE,SITO WEB,ACCESSO AI DISABILI,TELEFONO,COMUNE,INDIRIZZO,EMAIL,LAGO,FITNESS,SAUNA,ARIA CONDIZIONATA,ANIMALI AMMESSI,PISCINA,PISCINA COPERTA
3006,Vero,VICENZA,B&B AI CASTELLI,http://www.bandb-veneto.it/kokonor/img_bandb/schede/castelli.html,Falso,0444572671 - 3771148270,SOVIZZO,Via degli Olmi,m.anaclerio@tin.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3007,Falso,VICENZA,B&B AI CEDRI,,Falso,3282183186,BASSANO DEL GRAPPA,VIA BATTAGLIONE BASSANO,socorrodantas@libero.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3008,Falso,VICENZA,B&B AI TRE LARICI,,Falso,0424455128,ASIAGO,Via Ekar,carlo.pasqualetto@yahoo.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3009,Vero,VICENZA,B&B AL BUCANEVE - ASIAGO,www.bebasiago.wordpress.com,Falso,3282845249 - 3288457952 - 042464287,ASIAGO,Via Brigata Piemonte,albucaneveasiago@hotmail.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3010,Vero,VICENZA,B&B AL CANTICO,,Falso,3356305490,MASON VICENTINO,Via Costa,samuele.guidolin@tin.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3011,Vero,VICENZA,B&B AL GALLO CEDRONE,www.algallocedrone.it,Falso,3498190282,SAN GERMANO DEI BERICI,Via Valli,info@algallocedrone.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3012,Vero,VICENZA,B&B ALLA TERRAZZA,,Falso,3351611046,ZUGLIANO,Via IV Novembre,giulia.rizzolo84@gmail.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3013,Falso,VICENZA,B&B ALLA TORRE COLOMBAIA,www.allatorrecolombaia.it,Falso,0444511476,VICENZA,Strada Bertesina,info@allatorrecolombaia.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3014,Vero,VICENZA,B&B ALLA VECCHIA STAZIONE,www.lavecchiastazionebb.com,Falso,0444886111,BARBARANO VICENTINO,Via A. Ferretto,info@lavecchiastazionebb.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3015,Vero,VICENZA,B&B ALLE CAVALLARE,,Falso,3479740208,BASSANO DEL GRAPPA,Via Cavallare,berg71@libero.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3016,Falso,VICENZA,B&B ALLE MURA,www.allemurabb.191.it,Falso,0444300767 - 3398837939,VICENZA,Contrà Mure Porta S. Lucia,info@allemurabb.191.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3017,Falso,VICENZA,B&B ALLO SPIZZO,,Falso,3391209337,VALSTAGNA,Via Spizzo,bballospizzo@gmail.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3018,Falso,VICENZA,B&B AL MONTEGALLO,www.almontegallo.it,Falso,0444436848,SAREGO,Via Monte Gallo,info@almontegallo.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3019,Falso,VICENZA,B&B AL NUMERO 14,www.alnumero14.it,Falso,0424523744,BASSANO DEL GRAPPA,Viale dei Martiri,alnumero14@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3020,Falso,VICENZA,B&B AL PONTE,www.alpontevicenza.it,Falso,3408466934,VICENZA,Contrà SS. Apostoli,bebalponte@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3021,Falso,VICENZA,B&B AL PORTEGHETO DE BARIOLA,www.alporteghetodebariola.it,Falso,0445593044,VALLI DEL PASUBIO,Via Bariola,alporteghetodebariola@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3022,Vero,VICENZA,B&B AL PORTICO,www.alportico.eu,Falso,042477836 - 3803219710,MAROSTICA,Via Consagrollo,info@alportico.eu,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3023,Vero,VICENZA,B&B AL VIALETTO - (temp. chiusa),www.bebalvialetto.com,Falso,04441322519 3355946966 3333772132,VICENZA,Via Cipro,info@bebalvialetto.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3024,Falso,VICENZA,B&B AMBROSIO,,Falso,3291043752,VALLI DEL PASUBIO,Via Bariola,rosonicola@libero.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3025,Vero,VICENZA,B&B ANNA,www.bbanna.has.it,Falso,0444520383 - 3294009509,CREAZZO,Via Doria,bbanna1@virgilio.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3026,Falso,VICENZA,B&B ASIA SOPHIA,,Falso,3357075552,SOVIZZO,Via Sant'Anna,marco.cavaggion@gmail.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3027,Vero,VICENZA,B&B BELLE FLEUR,,Falso,3200233570 - 042480582,POVE DEL GRAPPA,Via Costantina,crestani.angelo@gmail.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3028,Falso,VICENZA,B&B BELVEDERE,www.belvederevicenzabb.it,Falso,3336178253,MONTECCHIO PRECALCINO,Via Belvedere,toniazzo.vulcano@gmail.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3029,Vero,VICENZA,B&B BERICI WAY,www.bbbericiway.com,Falso,0444893134,ZOVENCEDO,Via Chiesa,info@bbbericiway.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3030,Falso,VICENZA,B&B BORGO ARCADIA,,Falso,3494743046,POIANA MAGGIORE,Via Sabbioni,borgo.arcadia@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3031,Vero,VICENZA,B&B BORGO CASTELLO,www.borgocastello.com,Falso,3474483241 - 0424470806,MAROSTICA,Via Cesare Battisti,info@borgocastello.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3032,Falso,VICENZA,B&B BRENTA,www.beb-brenta.it,Falso,0424592586 - 3392052981,CARTIGLIANO,Via del Carmine,info@beb-brenta.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3033,Falso,VICENZA,B&B CA' BARIOLA,,Falso,3291043752,VALLI DEL PASUBIO,Via Bariola,rosonicola@libero.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3034,Falso,VICENZA,B&B CA' GARIBALDI,www.cagaribaldi.com,Falso,3291710960,BASSANO DEL GRAPPA,Piazza Garibaldi,cagaribaldibassano@gmail.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3035,Vero,VICENZA,B&B CAMPO MARZIO,www.bbcampomarzio.it,Falso,0242500068 - 3381002636,BASSANO DEL GRAPPA,Via Campo Marzio,campo.marzio@hotmail.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3036,Falso,VICENZA,B&B CAPPUCCINI,www.BeBcappuccini.com,Falso,3490579820,SCHIO,Via Cappuccini,BeBcappuccini@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3037,Vero,VICENZA,B&B CAROLINA,,Falso,0444520846 - 3463008080,CREAZZO,Via Italia,susanneinnocenti@virgilio.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3038,Vero,VICENZA,B&B CASAAMIGOS 2,www.casaamigos2.net,Falso,0444410436 - 3297750121,CAMISANO VICENTINO,Via Torrossa,casaamigos2@gmail.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3039,Vero,VICENZA,B&B CASA APERTA,,Falso,0445951168 - 3334383620,CORNEDO VICENTINO,Via IV Novembre,casaaperta@alice.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3040,Vero,VICENZA,B&B CASA DE LOS AMIGOS 1,www.casaamigos.net,Falso,0444611497 - 3203016477,CAMISANO VICENTINO,Via Vanzo Vecchio,casaamigos1@gmail.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3041,Vero,VICENZA,B&B CASA LINA,,Falso,0444896026,BARBARANO VICENTINO,Via Cagliara,roberto.solda@yahoo.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3042,Falso,VICENZA,B&B CASA MELI,,Falso,0445366574,THIENE,Via Rozzampia,roberto1184@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3043,Vero,VICENZA,B&B CASAMIA,www.b-bcasamia.itq,Falso,3473040612,SOSSANO,VIA ROMA,info@b-bcasamia.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3044,Falso,VICENZA,B&B CASA MORELLO,www.casamorello.it,Falso,0444500833 - 3287144839,VICENZA,Contrà San Pietro,casamorello@gmail.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3045,Vero,VICENZA,B&B COLORI DEL BOSCO,www.coloridelbosco.it,Falso,04241942234 - 3489849546,GALLIO,Via Camona,info@coloridelbosco.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3046,Falso,VICENZA,B&B CORNOLEO,http://www.cornoleo.altervista.org,Falso,0444506106 - 3470869061,VICENZA,Via Cornoleo,bbcornoleo.vicenza@hotmail.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3047,Falso,VICENZA,B&B CUORE VENETO,www.cuoreveneto.com,Falso,3395358607,VICENZA,Strada di Saviabona,cuoreveneto@gmail.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3048,Falso,VICENZA,B&B DA BERNO,,Falso,0444288688,ALTAVILLA VICENTINA,Via Monte Grappa,enricagobbo@hotmail.com ,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3049,Vero,VICENZA,B&B DA ELEONORA,www.bbdaeleonora.com,Falso,3341640175 - 0424898727,TEZZE SUL BRENTA,Via Luigi Galvani,info@bbdaeleonora.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3050,Vero,VICENZA,B&B DAI CARBONARI,,Falso,3336497123,MARANO VICENTINO,Via G. Zanella,info@daicarbonari.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3051,Falso,VICENZA,B&B DALLA COSTA EDWARD,,Falso,3405838801,ZUGLIANO,Via Roma,eddy.69@hotmail.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3052,Vero,VICENZA,B&B DA MANU,,Falso,0445749506 - 3389221187,TONEZZA DEL CIMONE,Contrà Sella,manu.infinito@alice.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3053,Falso,VICENZA,B&B DA MICHELA,www.bedandbreakfastbreganze.it,Falso,3315665867,BREGANZE,Via Santa Eurosia,michelagasparotto1@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3054,Vero,VICENZA,B&B DANIELLE,,Falso,3281269867,BARBARANO VICENTINO,Via Farlenda,dani.bondi6852@gmail.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3055,Falso,VICENZA,B&B DA TOI,WWW.BBDATOI.IT,Falso,0424702026,MAROSTICA,VIA SISEMOL,xausamarco@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3056,Falso,VICENZA,B&B DA VIKY,www.bebdaviky.com,Falso,0424470531 - 3289727219,MAROSTICA,Via Mantegna,info@bebdaviky.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3057,Vero,VICENZA,B&B DA ZINGARO,,Falso,3334974608,VALSTAGNA,Via San Gaetano,cuoreberbero@libero.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3058,Vero,VICENZA,B&B ECKELE,www.eckele.it,Falso,0424704244 - 3382384431,CONCO,Via Giare,eckele@libero.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3059,Falso,VICENZA,B&B EDITH,,Falso,3485323650,BASSANO DEL GRAPPA,Via Barbieri,antoniobordin@alice.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3060,Vero,VICENZA,B&B FRUTTETO ANTICO - (temp. chiusa),,Falso,3474422570,MAROSTICA,Via Cassoni,rosifrigo65@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3061,Falso,VICENZA,B&B GALLO,,Falso,0444249160,ARCUGNANO,Via Monte Zattolo,info@bbgallo.vicenza.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3062,Vero,VICENZA,B&B GIULIANA,,Falso,0444533170,VICENZA,Via Sicilia,giuliana.baron@libero.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3063,Falso,VICENZA,B&B HEMINGWAY,,Falso,0424/525734,BASSANO DEL GRAPPA,Via Ca' Erizzo,locandahemingway@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3064,Vero,VICENZA,B&B HEMMARA,www.bbhemmara.it,Falso,0424691355,ROTZO,Via Alberedo,federicacapriz@alice.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3065,Vero,VICENZA,B&B IL CAMINO ROSSO,,Falso,0444660040,SANDRIGO,Via Guarniere,ilcaminorosso@gmail.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3066,Vero,VICENZA,B&B IL CAPRIOLO FELICE,www.lacasadelpastore.it,Falso,0445747184 - 3397516230,LASTEBASSE,Via Montepiano,fannycerato@gmail.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3067,Falso,VICENZA,B&B IL CIPRESSO,,Falso,3293225403,VICENZA,Via Zamboni Segato,ilcipressovicenza@gmail.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3068,Vero,VICENZA,B&B IL COMBATTENTE,,Falso,3487127565,GAMBUGLIANO,Via Roma,info@ilcombattente.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3069,Vero,VICENZA,B&B IL GELSO BIANCO,www.ilgelsobianco.eu,Falso,0444645451 - 3482614229,MONTEBELLO VICENTINO,Via Vigazzolo,info@ilgelsobianco.eu,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3070,Vero,VICENZA,B&B IL GRILLO GIALLO,,Falso,3495301493,POSINA,Contrà Grilli,irmalovatoserena@gmail.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3071,Falso,VICENZA,B&B IL PALAZZETTO,www.bbpalazzetto.com,Falso,0444270054,VICENZA,Stradella Santo Stefano,info@bbpalazzetto.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3072,Vero,VICENZA,B&B IL PICCOLO GIARDINO,www.ilpiccologiardino.com,Falso,0444515769-3475019702-3498449347,VICENZA,Contrà San Domenico,ilpiccologiardino@yahoo.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3073,Falso,VICENZA,B&B IL SUONO DEL BOSCO,www.bebilsuonodelbosco.it,Falso,0444270180 - 3356542766,ARCUGNANO,Via San Bernardino,info@bebilsuonodelbosco.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3074,Vero,VICENZA,B&B IN COLLINA,www.locandavalbella.it,Falso,0424780377,MAROSTICA,Via Val Bella Alta,info@locandavalbella.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3075,Falso,VICENZA,B&B INCONTRA',WWW.BBINCONTRA.COM,Falso,04451920493  3470439721,SCHIO,Via Reghellini,info@bbincontra.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3076,Vero,VICENZA,B&B KASLEGHE - LA TUA FINESTRA SUI PRATI,,Falso,3346194769,ASIAGO,Via Sette Teste,kasleghe@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3077,Vero,VICENZA,B&B KIWI,www.bb-kiwi.it,Falso,3287423428,AGUGLIARO,Via Ponte Alto,kpicargraziano@gmail.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3078,Falso,VICENZA,B&B KRISTINA,,Falso,3491015573 - 3404128529,QUINTO VICENTINO,Via Piave,grabovac.slavko@hotmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3079,Vero,VICENZA,B&B LA CASA DELL'ERBORISTA,,Falso,0444888430 - 3479666354,CAMPIGLIA DEI BERICI,Via Caglianella,alberto.cogo@tin.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3080,Vero,VICENZA,B&B LA CASA NEL BOSCO VICENZA,www.lacasanelboscovicenza.it,Falso,0444977240 - 3383046656,ISOLA VICENTINA,Via Ferrabosco,lacasanelboscovicenza@virgilio.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3081,Vero,VICENZA,B&B LA CERESARA,,Falso,0424463225,ASIAGO,Via Vivaldi,benetti.gianguido@lantechsrl.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3082,Falso,VICENZA,B&B LA COLOMBARA,www.bblacolombara.it,Falso,3487059632,ARCUGNANO,Via Colombara,info@bblacolombara.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3083,Falso,VICENZA,B&B LA CORTE,,Falso,0445874974,BREGANZE,VIA GENERAL MAGLIETTA,bblacortebreganze@gmail.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3084,Vero,VICENZA,B&B LA FERRATA,www.beblaferrata.com,Falso,3395989748 - 0445873945,BREGANZE,Via San Gaetano,info@beblaferrata.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3085,Falso,VICENZA,B&B LA FONTE,,Falso,0445440252,CASTELGOMBERTO,VIA REGINA PACIS,info@bedandbreakfastlafonte.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3086,Falso,VICENZA,B&B LA QUIETE,,Falso,3333857540 - 3482326769,ARCUGNANO,Via San Felice,info@beb-laquiete.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3087,Vero,VICENZA,B&B LA SOFFITTA,www.bblasoffitta.it,Falso,0445519084,SCHIO,Vicolo Leogretta,info@bblasoffitta.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3088,Vero,VICENZA,B&B LA VALLE DELL'OCA,,Falso,0444795080 - 3285828605,ALBETTONE,Via Val D'Oca,info@lavalledelloca.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3089,Vero,VICENZA,B&B LE HIBOU,www.lehibou.net,Falso,0445607385,MONTE DI MALO,Via Calcara Boro,lehibouitaly@gmail.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3090,Vero,VICENZA,B&B LE PALME D'ORO,,Falso,04441447248 - 3496668934 - 3487245408,GRISIGNANO DI ZOCCO,Via Kennedy,cristian.piazzo@gmail.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3091,Falso,VICENZA,B&B LE STANZE DI GIULIA,,Falso,3401431759,VALLI DEL PASUBIO,Contrà Cumerlati,lestanzedigiulia@libero.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3092,Vero,VICENZA,B&B LE STELLE CADENTI,www.lestellecadenti.altervista.org,Falso,0424585853,ROSA',Via Giolitti,walter.demilio@poste.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3093,Vero,VICENZA,B&B LE TRE GRAZIE,www.ristoranteletregrazie.it,Falso,3397161775,VICENZA,Via Dell'Oreficeria,info@nigemi.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3094,Falso,VICENZA,B&B LUNA,WWW.BNBLUNA.COM,Falso,0445953782,CORNEDO VICENTINO,VIA CASTELLO,bnbluna@gmail.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3095,Vero,VICENZA,B&B LUXURY HOUSE,www.luxuryhousebeb.it,Falso,3403542975,BASSANO DEL GRAPPA,Via Trieste,info@luxuryhousebeb.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3096,Falso,VICENZA,B&B MAGNOLIA,,Falso,3334863132 - 0424383650,BASSANO DEL GRAPPA,Via Monte Pertica,bbmagnolia2008@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3097,Vero,VICENZA,B&B MARIANO,,Falso,0445530973,SCHIO,Via Aste,vincemartino@tin.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3098,Vero,VICENZA,B&B MIOTTO,,Falso,3477138865,MONTEGALDA,Via Borgo,resy961@libero.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3099,Falso,VICENZA,B&B MONTECROCETTA,,Vero,0444981225 - 3282657273,VICENZA,Via Pordoi,beb.montecrocetta@hotmail.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3100,Falso,VICENZA,B&B MULINO DI CAMPESE,,Falso,3485653288,BASSANO DEL GRAPPA,VIA IV NOVEMBRE,peruzzoriccardo@gmail.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3101,Falso,VICENZA,B&B NELLY,,Falso,3480001909,LONIGO,Via Zara,francobell8@yahoo.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3102,Falso,VICENZA,B&B NINA,,Falso,3929950113,SARCEDO,via dei Pioppi,spritznina@gmail.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3103,Vero,VICENZA,B&B NONNO FIORE,,Falso,0444886788,BARBARANO VICENTINO,Via Ramiro Fabiani,info@vinipialli.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3104,Falso,VICENZA,B&B OLIMPICO SANTA CORONA,,Falso,3403182369,VICENZA,Contrà Canove Vecchie,olimpicosantacorona@yahoo.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3105,Vero,VICENZA,B&B PAGLIA E FIENO,www.pagliaefieno.net,Falso,3478403016,VILLAGA,Via Manzoni,info@pagliaefieno.net,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3106,Falso,VICENZA,B&B PALAZZO REGAU',,Falso,0444502045 - 3487813947,VICENZA,Via XX Settembre,bebpalazzoregau@gmail.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3107,Vero,VICENZA,B&B PALAZZO REMONDINI,www.palazzoremondini.it,Falso,3388464012,BASSANO DEL GRAPPA,Piazza Libertà,info@palazzoremondini.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3108,Falso,VICENZA,B&B PALAZZO SEDEA,,Falso,042477716,MAROSTICA,VIA SEDEA,arch.pizzato@libero.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3109,Vero,VICENZA,B&B PARAISO,www.bbparaiso.it,Falso,0444522346,CREAZZO,Via Paraiso,bb.paraiso@libero.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3110,Falso,VICENZA,B&B PONTE MARCHESE,www.bb-pontemarchese.it,Falso,0444985450,CALDOGNO,Via Damiano Chiesa - Loc. Rettorgole,info@bb-pontemarchese.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3111,Falso,VICENZA,B&B PORTICO ROSSO,www.porticorosso.it,Falso,0444323826 - 3480847714,VICENZA,Contrà San Rocco,porticorosso@gmail.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3112,Vero,VICENZA,B&B PRUKAREN,www.prukaren.it,Falso,3471653499,GALLIO,Via Sisemol,welcome@prukaren.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3113,Vero,VICENZA,B&B RELAIS MARTA,www.relaismarta.it,Vero,3474108678,MONTEGALDA,Via Borgo,info@relaismarta.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3114,Vero,VICENZA,B&B RELAX,,Falso,3482472073,VICENZA,Via Btg. Valvestone,info@beb-relax.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3115,Vero,VICENZA,B&B RETRO',,Falso,042477428 - 3393935165,MAROSTICA,Via Ravenne,cristina.polita@libero.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3116,Falso,VICENZA,B&B ROSAPEONIA,www.bb-rosapeonia.net,Falso,0445635409 - 3293572636,SCHIO,Contrà Covole,info.rosapeonia@gmail.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3117,Vero,VICENZA,B&B ROSARANCIO,www.rosarancio.com,Falso,0424504393,BASSANO DEL GRAPPA,Contrà Campien,info@rosarancio.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3118,Vero,VICENZA,B&B SANT'ANNA,www.bedandbreakfastsantanna.com,Falso,0444591992 - 3661971732,DUEVILLE,Via Sant'Anna,info@bedandbreakfastsantanna.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3119,Falso,VICENZA,B&B SARTORI HOUSE,www.sartorihouse.it,Falso,3382988607 - 0424861116,TEZZE SUL BRENTA,Via W. Tobagi,brunysartori@libero.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3120,Falso,VICENZA,B&B SERENELLA,www.bbserenella.com,Falso,0444610812 - 3334654002,CAMISANO VICENTINO,Via Vanzo Nuovo,bbserenella@gmail.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3121,Vero,VICENZA,BBSESSANTUNO,www.bbsessantuno.it,Falso,3391828802 - 3487448469,CONCO,Via Cappellari,info@bbsessantuno.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3122,Vero,VICENZA,B&B SINBALLO,www.sinballo.com,Falso,0444719045,CAMISANO VICENTINO,Via Bosco di Sopra,info@sinballo.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3123,Vero,VICENZA,B&B THE 60'S,,Falso,3483505487,THIENE,Viale Bassani,the60s.thiene@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3124,Falso,VICENZA,B&B TONI E CESCA,,Falso,3408206869,CARTIGLIANO,Via Boscaglie,jessica.anziliero@alice.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3125,Falso,VICENZA,B&B UNA GEMMA,,Falso,0424220034,BASSANO DEL GRAPPA,Via San Sebastiano,francoise.wargnier13@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3126,Vero,VICENZA,B&B UN ANGOLO DI PARADISO,www.bed-and-breakfast.it,Falso,3495225635,TRISSINO,Via dei Paiari,ilariaponchio7@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3127,Vero,VICENZA,B&B URBANI,,Falso,0445407876,VALDAGNO,Via Figigola,bblucianaurbani@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3128,Falso,VICENZA,B&B VACA MORA,,Falso,3290548600,VICENZA,CONTRA' PORTA MURE SANTA LUCIA,nufarash12@yahoo.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3129,Vero,VICENZA,B&B VALLE DEI MOLINI,www.valledeimolini.it,Falso,0444270304,ARCUGNANO,Via Valle dei Molini,luca.menin2012@libero.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
3130,Falso,VICENZA,B&B VIA MUSEO,www.viamuseo.wix.com/viamuseo,Falso,3207254407,BASSANO DEL GRAPPA,Via Museo,info.viamuseo@gmail.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3131,Falso,VICENZA,B&B VICENZA SAN ROCCO,www.bbvicenzasanrocco.it,Falso,3201424747 - 3495701245,VICENZA,Contrà San Rocco,info@bbvicenzasanrocco.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3132,Falso,VICENZA,B&B VICENZA TEATRO,www.bbvicenzateatro.it,Falso,3201424747,VICENZA,CONTRA' MURE SAN ROCCO,info@bbvicenzateatro.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3133,Vero,VICENZA,B&B VILLA DEL FERRO,www.bandbvilladelferro.blogspot.com,Falso,0444868562 - 3492227165,SAN GERMANO DEI BERICI,Corte Maestrello,tatiana.castagna@libero.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
3134,Falso,VICENZA,B&B VILLA FAUSTA DEI BERICI,villafausta.weebly.com,Falso,3475878843,CASTEGNERO,VIA VILLAVECCHIA,alfiotom@gmail.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
3135,Vero,VICENZA,B&B VILLA GHISELLI,www.ghiselli.net,Falso,042480519 - 3396380884,POVE DEL GRAPPA,Via degli Ulivi,bedandbreakfast@ghiselli.net,Falso,Falso,Falso,Falso,Falso,Falso,Falso
3136,Falso,VICENZA,B&B VILLA GOZZI,,Falso,0444270162,ARCUGNANO,Via Pilla,alloggi@villagozzi.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
